,gameID,target,choice,correct,rt,fname,d1,d2,d3,target_category,chosen_category,condition,drawDuration,original_gameID,viewer_correct,viewer_choice,viewer_RT,mean_intensity,num_strokes,correct_class
115,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,waiting,waiting,1,3533,gameID_4409-c993cc06-d675-4acb-881f-b5377cf24d71_trial_10.png,crow,redantique,redantique,chair,chair,further,20.925,4409-c993cc06-d675-4acb-881f-b5377cf24d71,True,waiting,3.3,0.0529,5,True
116,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,waiting,waiting,1,2231,gameID_6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4_trial_10.png,knob,woven,woven,chair,chair,closer,19.482,6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4,True,waiting,3.9019999999999997,0.0459,6,True
117,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,white,bluesedan,0,6830,gameID_9840-46b175c7-8715-49fe-99a6-0dae8776ef1b_trial_10.png,bluesport,redantique,redantique,car,car,closer,48.905,9840-46b175c7-8715-49fe-99a6-0dae8776ef1b,True,white,5.735,0.0499,12,True
118,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,woven,woven,1,1795,gameID_7285-f99d9991-de84-43cc-b359-e9de387ab0b5_trial_10.png,inlay,waiting,waiting,chair,chair,closer,17.36,7285-f99d9991-de84-43cc-b359-e9de387ab0b5,True,woven,2.041,0.0501,6,True
119,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,squat,squat,1,1121,gameID_3444-a337b178-b097-4a79-bbf3-e7e2225bac12_trial_10.png,woven,inlay,inlay,chair,chair,closer,20.168,3444-a337b178-b097-4a79-bbf3-e7e2225bac12,True,squat,3.435,0.0729,16,True
120,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,robin,robin,1,3521,gameID_1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba_trial_10.png,tomtit,cuckoo,cuckoo,bird,bird,closer,23.158,1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba,False,cuckoo,4.404,0.1144,7,True
121,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,bluejay,bluejay,1,2276,gameID_6698-4fc0cc09-7c7a-4adf-95d7-af88c375d43a_trial_10.png,hatchback,knob,knob,bird,bird,further,23.858,6698-4fc0cc09-7c7a-4adf-95d7-af88c375d43a,True,bluejay,3.312,0.0425,10,True
122,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,chihuahua,chihuahua,1,5911,gameID_0647-bfcd78e5-085c-4631-a47c-0f3dadf71345_trial_10.png,robin,white,white,dog,dog,further,12.431,0647-bfcd78e5-085c-4631-a47c-0f3dadf71345,True,chihuahua,3.057,0.0458,10,True
123,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,brown,brown,1,3193,gameID_5401-eaf89cb8-eaee-4824-949a-f6a80bd05fc3_trial_10.png,tomtit,knob,knob,car,car,further,56.556999999999995,5401-eaf89cb8-eaee-4824-949a-f6a80bd05fc3,True,brown,3.944,0.0653,26,True
124,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,pigeon,pigeon,1,2031,gameID_4613-4fa2802d-8f43-4ffd-9a0a-9d29240651d1_trial_10.png,bluesedan,leather,leather,bird,bird,further,8.461,4613-4fa2802d-8f43-4ffd-9a0a-9d29240651d1,True,pigeon,4.534,0.0447,4,True
125,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,pug,pug,1,3270,gameID_0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9_trial_10.png,sparrow,brown,brown,dog,dog,further,41.923,0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9,True,pug,4.062,0.031,298,True
126,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,squat,squat,1,3354,gameID_1649-32db6539-aa0f-4f13-85ad-e1082911fc9f_trial_10.png,sparrow,white,white,chair,chair,further,23.410999999999998,1649-32db6539-aa0f-4f13-85ad-e1082911fc9f,True,squat,4.742,0.0498,13,True
127,0056-ba7de7bb-2dd0-4664-9da2-205a4257dda4,woven,woven,1,1715,gameID_6444-67a3b4d4-43a4-41bb-a9cf-e8739fbe8802_trial_10.png,tomtit,redsport,redsport,chair,chair,further,15.668,6444-67a3b4d4-43a4-41bb-a9cf-e8739fbe8802,True,woven,2.7260000000000004,0.066,3,True
130,0190-521d31c2-645e-466d-9d8d-f855a8101a06,doberman,doberman,1,8549,gameID_2721-f28245be-a3ac-425e-9538-5c0803980807_trial_3.png,bloodhound,bullmastiff,bullmastiff,dog,dog,closer,41.328,2721-f28245be-a3ac-425e-9538-5c0803980807,True,doberman,5.86,0.0572,12,True
132,0190-521d31c2-645e-466d-9d8d-f855a8101a06,goldenretriever,weimaraner,0,8846,gameID_3444-a337b178-b097-4a79-bbf3-e7e2225bac12_trial_4.png,basset,doberman,doberman,dog,dog,closer,3.341,3444-a337b178-b097-4a79-bbf3-e7e2225bac12,True,goldenretriever,3.505,0.0462,2,True
135,0190-521d31c2-645e-466d-9d8d-f855a8101a06,tomtit,tomtit,1,9253,gameID_5325-5c1c06e3-3674-4ae6-add2-d188a9a7c4b5_trial_5.png,bluesport,straight,straight,bird,bird,further,6.777,5325-5c1c06e3-3674-4ae6-add2-d188a9a7c4b5,True,tomtit,1.713,0.0284,7,True
136,0190-521d31c2-645e-466d-9d8d-f855a8101a06,bloodhound,basset,0,12219,gameID_2107-760dc7ba-9d69-4d14-89ce-16d8e4ed049d_trial_5.png,basset,chihuahua,chihuahua,dog,dog,closer,32.010999999999996,2107-760dc7ba-9d69-4d14-89ce-16d8e4ed049d,True,bloodhound,1.982,0.0684,7,True
137,0190-521d31c2-645e-466d-9d8d-f855a8101a06,pug,pug,1,9167,gameID_5650-cb4a9e85-a383-43f6-83e6-331e286811d1_trial_6.png,goldenretriever,chihuahua,chihuahua,dog,dog,closer,51.019,5650-cb4a9e85-a383-43f6-83e6-331e286811d1,True,pug,2.7689999999999997,0.0862,9,True
138,0190-521d31c2-645e-466d-9d8d-f855a8101a06,cuckoo,cuckoo,1,12924,gameID_3444-a337b178-b097-4a79-bbf3-e7e2225bac12_trial_6.png,nightingale,robin,robin,bird,bird,closer,0.0,3444-a337b178-b097-4a79-bbf3-e7e2225bac12,True,cuckoo,6.746,0.0448,1,True
139,0190-521d31c2-645e-466d-9d8d-f855a8101a06,redantique,beetle,0,9092,gameID_6311-cd21a68a-f1df-4290-b744-b0c7c7c60ed8_trial_6.png,nightingale,woven,woven,car,car,further,9.193,6311-cd21a68a-f1df-4290-b744-b0c7c7c60ed8,True,redantique,0.973,0.0506,4,True
141,0190-521d31c2-645e-466d-9d8d-f855a8101a06,knob,knob,1,4760,gameID_2721-f28245be-a3ac-425e-9538-5c0803980807_trial_7.png,pigeon,white,white,chair,chair,further,25.52,2721-f28245be-a3ac-425e-9538-5c0803980807,True,knob,12.376,0.0736,10,True
142,0190-521d31c2-645e-466d-9d8d-f855a8101a06,redsport,bluesport,0,5564,gameID_1649-32db6539-aa0f-4f13-85ad-e1082911fc9f_trial_7.png,beetle,bluesedan,bluesedan,car,car,closer,19.188,1649-32db6539-aa0f-4f13-85ad-e1082911fc9f,True,redsport,18.955,0.0253,6,True
143,0190-521d31c2-645e-466d-9d8d-f855a8101a06,redantique,redantique,1,2419,gameID_6224-40ab6004-b7c1-4d1d-a308-a061099290fc_trial_8.png,white,bluesport,bluesport,car,car,closer,34.285,6224-40ab6004-b7c1-4d1d-a308-a061099290fc,True,redantique,2.237,0.0393,7,True
144,0190-521d31c2-645e-466d-9d8d-f855a8101a06,basset,basset,1,3171,gameID_4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67_trial_8.png,doberman,weimaraner,weimaraner,dog,dog,closer,12.647,4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67,True,basset,5.564,0.0325,6,True
145,0228-121b65df-0631-461b-a608-009fec509baa,robin,pigeon,0,9185,gameID_8621-ca1f4a87-da08-43dd-96fb-948482e4d94c_trial_1.png,bluesport,squat,squat,bird,bird,further,6.145,8621-ca1f4a87-da08-43dd-96fb-948482e4d94c,True,robin,5.622999999999999,0.0265,3,True
147,0228-121b65df-0631-461b-a608-009fec509baa,waiting,waiting,1,6411,gameID_1682-6ebee481-ec2e-4624-a5d2-2e74803e940d_trial_1.png,robin,brown,brown,chair,chair,further,29.186999999999998,1682-6ebee481-ec2e-4624-a5d2-2e74803e940d,True,waiting,2.198,0.0685,10,True
148,0228-121b65df-0631-461b-a608-009fec509baa,brown,brown,1,12306,gameID_3444-a337b178-b097-4a79-bbf3-e7e2225bac12_trial_1.png,pigeon,sling,sling,car,car,further,6.926,3444-a337b178-b097-4a79-bbf3-e7e2225bac12,True,brown,4.638,0.0321,4,True
149,0228-121b65df-0631-461b-a608-009fec509baa,bluejay,bluejay,1,6711,gameID_3572-0843efc9-9dec-40f1-879f-2a61d8a3622d_trial_1.png,crow,robin,robin,bird,bird,closer,31.113000000000003,3572-0843efc9-9dec-40f1-879f-2a61d8a3622d,True,bluejay,14.535,0.0302,11,True
150,0228-121b65df-0631-461b-a608-009fec509baa,bloodhound,bullmastiff,0,7665,gameID_0075-ad14e50c-f328-451b-82b0-2a7d3b392127_trial_1.png,bluejay,redsport,redsport,dog,dog,further,5.056,0075-ad14e50c-f328-451b-82b0-2a7d3b392127,True,bloodhound,6.779,0.0212,7,True
151,0228-121b65df-0631-461b-a608-009fec509baa,squat,squat,1,6443,gameID_1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba_trial_1.png,straight,waiting,waiting,chair,chair,closer,13.112,1227-b0df7616-c762-4bb6-8c0e-fcb7cf68ddba,True,squat,6.869,0.1315,7,True
152,0228-121b65df-0631-461b-a608-009fec509baa,brown,brown,1,6601,gameID_3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0_trial_1.png,beetle,bluesport,bluesport,car,car,closer,51.865,3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0,True,brown,11.503,0.0538,16,True
153,0228-121b65df-0631-461b-a608-009fec509baa,waiting,waiting,1,9371,gameID_4546-1d43f895-aec3-43e5-83dd-8069d67a2b47_trial_1.png,straight,inlay,inlay,chair,chair,closer,12.902999999999999,4546-1d43f895-aec3-43e5-83dd-8069d67a2b47,True,waiting,11.485999999999999,0.0246,4,True
154,0228-121b65df-0631-461b-a608-009fec509baa,sling,sling,1,3127,gameID_5325-5c1c06e3-3674-4ae6-add2-d188a9a7c4b5_trial_1.png,woven,leather,leather,chair,chair,closer,38.31,5325-5c1c06e3-3674-4ae6-add2-d188a9a7c4b5,True,sling,10.502,0.0909,16,True
156,0228-121b65df-0631-461b-a608-009fec509baa,bullmastiff,chihuahua,0,8748,gameID_8901-cec404f6-c1b9-458f-8ab5-3fac34c1563f_trial_1.png,bluejay,white,white,dog,dog,further,15.793,8901-cec404f6-c1b9-458f-8ab5-3fac34c1563f,True,bullmastiff,3.491,0.0346,3,True
157,0228-121b65df-0631-461b-a608-009fec509baa,tomtit,tomtit,1,6862,gameID_6698-4fc0cc09-7c7a-4adf-95d7-af88c375d43a_trial_1.png,pigeon,crow,crow,bird,bird,closer,43.792,6698-4fc0cc09-7c7a-4adf-95d7-af88c375d43a,True,tomtit,11.368,0.0395,8,True
158,0228-121b65df-0631-461b-a608-009fec509baa,bluejay,bluejay,1,10085,gameID_0647-bfcd78e5-085c-4631-a47c-0f3dadf71345_trial_1.png,bluesport,leather,leather,bird,bird,further,16.63,0647-bfcd78e5-085c-4631-a47c-0f3dadf71345,True,bluejay,10.127,0.025,13,True
159,0228-121b65df-0631-461b-a608-009fec509baa,sling,sling,1,4877,gameID_1695-dcc9fa2e-386a-42cc-a4cb-fbb1a309c5d9_trial_1.png,waiting,knob,knob,chair,chair,closer,36.43,1695-dcc9fa2e-386a-42cc-a4cb-fbb1a309c5d9,True,sling,9.824,0.0505,18,True
160,0228-121b65df-0631-461b-a608-009fec509baa,redsport,beetle,0,12198,gameID_6500-391008be-12c2-4a97-a943-7bf13a56bbb7_trial_1.png,bluejay,sling,sling,car,car,further,17.207,6500-391008be-12c2-4a97-a943-7bf13a56bbb7,True,redsport,6.5,0.0312,5,True
161,0228-121b65df-0631-461b-a608-009fec509baa,sparrow,tomtit,0,7149,gameID_2475-56c56a85-8926-4355-b02d-9fe236623033_trial_1.png,tomtit,robin,robin,bird,bird,closer,307.488,2475-56c56a85-8926-4355-b02d-9fe236623033,True,sparrow,14.587,0.1335,115,True
162,0228-121b65df-0631-461b-a608-009fec509baa,basset,basset,1,5425,gameID_5707-49e9e7c8-5fe1-4469-9905-4ba89ccde7dd_trial_1.png,bullmastiff,chihuahua,chihuahua,dog,dog,closer,30.491999999999997,5707-49e9e7c8-5fe1-4469-9905-4ba89ccde7dd,True,basset,7.3839999999999995,0.0399,7,True
163,0228-121b65df-0631-461b-a608-009fec509baa,brown,brown,1,3280,gameID_2721-f28245be-a3ac-425e-9538-5c0803980807_trial_1.png,redsport,beetle,beetle,car,car,closer,89.60600000000001,2721-f28245be-a3ac-425e-9538-5c0803980807,True,brown,4.502,0.0565,20,True
164,0228-121b65df-0631-461b-a608-009fec509baa,brown,beetle,0,5404,gameID_2611-14794729-06be-4093-aac5-8a631b1fa894_trial_1.png,beetle,white,white,car,car,closer,73.617,2611-14794729-06be-4093-aac5-8a631b1fa894,True,brown,10.02,0.0748,16,True
165,0228-121b65df-0631-461b-a608-009fec509baa,robin,pigeon,0,5737,gameID_5401-eaf89cb8-eaee-4824-949a-f6a80bd05fc3_trial_1.png,beetle,squat,squat,bird,bird,further,19.927,5401-eaf89cb8-eaee-4824-949a-f6a80bd05fc3,True,robin,4.428,0.0325,8,True
166,0228-121b65df-0631-461b-a608-009fec509baa,cuckoo,bluejay,0,4908,gameID_4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa_trial_1.png,hatchback,leather,leather,bird,bird,further,18.027,4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa,True,cuckoo,4.545,0.0406,5,True
167,0228-121b65df-0631-461b-a608-009fec509baa,pigeon,pigeon,1,3290,gameID_2111-7c2c9b7b-6c0b-43e7-b3a9-c9edf26da2a1_trial_1.png,white,woven,woven,bird,bird,further,0.20800000000000002,2111-7c2c9b7b-6c0b-43e7-b3a9-c9edf26da2a1,True,pigeon,195.32299999999998,0.0398,2,True
168,0228-121b65df-0631-461b-a608-009fec509baa,nightingale,crow,0,9692,gameID_4613-4fa2802d-8f43-4ffd-9a0a-9d29240651d1_trial_1.png,robin,bluejay,bluejay,bird,bird,closer,15.122,4613-4fa2802d-8f43-4ffd-9a0a-9d29240651d1,True,nightingale,9.637,0.0434,4,True
169,0228-121b65df-0631-461b-a608-009fec509baa,robin,pigeon,0,2601,gameID_3113-105e6653-7fd1-4451-af00-46bb3145880a_trial_1.png,cuckoo,crow,crow,bird,bird,closer,49.188,3113-105e6653-7fd1-4451-af00-46bb3145880a,True,robin,5.872999999999999,0.0583,16,True
170,0228-121b65df-0631-461b-a608-009fec509baa,basset,basset,1,5651,gameID_7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb_trial_1.png,nightingale,redantique,redantique,dog,dog,further,32.149,7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb,True,basset,2.8489999999999998,0.0355,5,True
171,0228-121b65df-0631-461b-a608-009fec509baa,squat,squat,1,3628,gameID_6486-e7055f99-5fec-4fb7-a7fd-7ebf49ba594f_trial_1.png,knob,inlay,inlay,chair,chair,closer,42.806000000000004,6486-e7055f99-5fec-4fb7-a7fd-7ebf49ba594f,True,squat,2.68,0.0239,11,True
172,0228-121b65df-0631-461b-a608-009fec509baa,squat,squat,1,3097,gameID_0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8_trial_1.png,inlay,woven,woven,chair,chair,closer,30.436999999999998,0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8,True,squat,9.149,0.0346,9,True
173,0228-121b65df-0631-461b-a608-009fec509baa,pigeon,pigeon,1,5019,gameID_0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9_trial_1.png,redsport,leather,leather,bird,bird,further,15.422,0303-238b7c04-aff2-417c-b7ab-895bcb3d54b9,True,pigeon,5.813,0.0463,6,True
174,0228-121b65df-0631-461b-a608-009fec509baa,bluejay,nightingale,0,5386,gameID_2137-5eb24312-af96-43dc-bb4b-76ac0d817ede_trial_1.png,redantique,sling,sling,bird,bird,further,9.496,2137-5eb24312-af96-43dc-bb4b-76ac0d817ede,True,bluejay,4.774,0.0217,5,True
175,0228-121b65df-0631-461b-a608-009fec509baa,squat,squat,1,6065,gameID_5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528_trial_1.png,straight,inlay,inlay,chair,chair,closer,33.595,5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528,True,squat,12.419,0.1096,22,True
176,0228-121b65df-0631-461b-a608-009fec509baa,basset,weimaraner,0,5579,gameID_2107-760dc7ba-9d69-4d14-89ce-16d8e4ed049d_trial_1.png,bloodhound,chihuahua,chihuahua,dog,dog,closer,9.146,2107-760dc7ba-9d69-4d14-89ce-16d8e4ed049d,True,basset,6.236000000000001,0.0497,3,True
177,0228-121b65df-0631-461b-a608-009fec509baa,beetle,beetle,1,7051,gameID_1649-32db6539-aa0f-4f13-85ad-e1082911fc9f_trial_1.png,redsport,bluesedan,bluesedan,car,car,closer,26.791,1649-32db6539-aa0f-4f13-85ad-e1082911fc9f,False,redantique,11.11,0.0326,4,True
178,0228-121b65df-0631-461b-a608-009fec509baa,goldenretriever,doberman,0,6047,gameID_8844-b38e583e-3f9a-4f4e-baa2-1ad91742f7d4_trial_1.png,pigeon,redantique,redantique,dog,dog,further,15.937999999999999,8844-b38e583e-3f9a-4f4e-baa2-1ad91742f7d4,True,goldenretriever,5.2860000000000005,0.0309,7,True
179,0228-121b65df-0631-461b-a608-009fec509baa,pigeon,pigeon,1,4113,gameID_8265-92081336-152b-4a90-bdb4-fea038f4c9b8_trial_1.png,robin,crow,crow,bird,bird,closer,96.00299999999999,8265-92081336-152b-4a90-bdb4-fea038f4c9b8,True,pigeon,17.381,0.0618,22,True
180,0228-121b65df-0631-461b-a608-009fec509baa,robin,pigeon,0,6561,gameID_2769-b075d070-88e5-47fe-b275-c49134b19ceb_trial_1.png,bluesedan,sling,sling,bird,bird,further,10.232999999999999,2769-b075d070-88e5-47fe-b275-c49134b19ceb,True,robin,12.788,0.0257,3,True
181,0228-121b65df-0631-461b-a608-009fec509baa,leather,sling,0,6097,gameID_7639-4967af0b-721a-46b1-a2ca-3010355ac1f0_trial_1.png,sling,straight,straight,chair,chair,closer,62.82899999999999,7639-4967af0b-721a-46b1-a2ca-3010355ac1f0,True,leather,3.198,0.0489,20,True
182,0228-121b65df-0631-461b-a608-009fec509baa,sling,sling,1,2434,gameID_3485-477008c1-e529-4ad0-a62b-df33c782a5e3_trial_1.png,bluejay,bluesport,bluesport,chair,chair,further,11.33,3485-477008c1-e529-4ad0-a62b-df33c782a5e3,True,sling,3.761,0.0517,8,True
183,0228-121b65df-0631-461b-a608-009fec509baa,hatchback,hatchback,1,5528,gameID_6444-67a3b4d4-43a4-41bb-a9cf-e8739fbe8802_trial_1.png,brown,redantique,redantique,car,car,closer,52.038999999999994,6444-67a3b4d4-43a4-41bb-a9cf-e8739fbe8802,False,brown,16.837,0.0386,10,True
184,0228-121b65df-0631-461b-a608-009fec509baa,beetle,beetle,1,2847,gameID_8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd_trial_1.png,redsport,hatchback,hatchback,car,car,closer,37.155,8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd,True,beetle,5.482,0.0252,10,True
185,0228-121b65df-0631-461b-a608-009fec509baa,bluesport,redantique,0,3260,gameID_6311-cd21a68a-f1df-4290-b744-b0c7c7c60ed8_trial_1.png,sparrow,sling,sling,car,car,further,11.579,6311-cd21a68a-f1df-4290-b744-b0c7c7c60ed8,True,bluesport,9.273,0.0589,4,True
186,0228-121b65df-0631-461b-a608-009fec509baa,redsport,white,0,7121,gameID_0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1_trial_1.png,sparrow,leather,leather,car,car,further,19.282,0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1,True,redsport,10.103,0.0429,13,True
187,0228-121b65df-0631-461b-a608-009fec509baa,tomtit,sparrow,0,4180,gameID_2216-946e1652-c7ea-4dc7-8829-129c7cc55176_trial_1.png,cuckoo,crow,crow,bird,bird,closer,93.945,2216-946e1652-c7ea-4dc7-8829-129c7cc55176,True,tomtit,10.917,0.0781,15,True
188,0228-121b65df-0631-461b-a608-009fec509baa,basset,bloodhound,0,2471,gameID_5994-c7c61529-a835-4433-9c73-f628a189f385_trial_1.png,tomtit,white,white,dog,dog,further,17.113,5994-c7c61529-a835-4433-9c73-f628a189f385,True,basset,3.826,0.0133,6,True
189,0228-121b65df-0631-461b-a608-009fec509baa,redsport,redantique,0,3151,gameID_7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa_trial_1.png,tomtit,knob,knob,car,car,further,6.426,7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa,True,redsport,5.251,0.0347,3,True
190,0228-121b65df-0631-461b-a608-009fec509baa,brown,bluesedan,0,2204,gameID_1783-0c833753-f18a-428d-9d3a-2e37d06f04e6_trial_1.png,sparrow,sling,sling,car,car,further,7.47,1783-0c833753-f18a-428d-9d3a-2e37d06f04e6,True,brown,17.917,0.0235,4,True
191,0228-121b65df-0631-461b-a608-009fec509baa,straight,straight,1,2011,gameID_7106-d5bbcf75-2894-4656-b1bd-19e73abf8a17_trial_1.png,crow,hatchback,hatchback,chair,chair,further,28.658,7106-d5bbcf75-2894-4656-b1bd-19e73abf8a17,True,straight,3.01,0.0553,16,True
192,0228-121b65df-0631-461b-a608-009fec509baa,squat,squat,1,2415,gameID_7311-9dac6fad-97de-467c-932a-e02645c5c647_trial_1.png,sling,inlay,inlay,chair,chair,closer,20.795,7311-9dac6fad-97de-467c-932a-e02645c5c647,True,squat,2.7760000000000002,0.0616,15,True
193,0228-121b65df-0631-461b-a608-009fec509baa,redsport,white,0,5022,gameID_0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc_trial_1.png,pigeon,inlay,inlay,car,car,further,52.61,0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc,True,redsport,14.015,0.0409,9,True
194,0228-121b65df-0631-461b-a608-009fec509baa,pigeon,pigeon,1,4389,gameID_4609-852cfd4d-44d8-42fc-9c7c-8460ce918f16_trial_1.png,bluesport,leather,leather,bird,bird,further,38.925,4609-852cfd4d-44d8-42fc-9c7c-8460ce918f16,True,pigeon,13.008,0.0437,15,True
195,0228-121b65df-0631-461b-a608-009fec509baa,redsport,redsport,1,3738,gameID_3956-be947e80-531d-42ce-b238-e0b3bd997edf_trial_1.png,nightingale,leather,leather,car,car,further,36.813,3956-be947e80-531d-42ce-b238-e0b3bd997edf,True,redsport,12.594000000000001,0.0231,4,True
196,0228-121b65df-0631-461b-a608-009fec509baa,sling,squat,0,2691,gameID_1233-33433bd3-d72b-4c2a-9ed0-3e83a80f8e94_trial_1.png,knob,woven,woven,chair,chair,closer,30.093000000000004,1233-33433bd3-d72b-4c2a-9ed0-3e83a80f8e94,True,sling,6.314,0.0885,17,True
197,0228-121b65df-0631-461b-a608-009fec509baa,crow,crow,1,2726,gameID_9877-e1c91119-da46-40fa-82fe-17405ca56a3b_trial_1.png,redantique,inlay,inlay,bird,bird,further,11.33,9877-e1c91119-da46-40fa-82fe-17405ca56a3b,True,crow,4.473,0.0339,9,True
198,0228-121b65df-0631-461b-a608-009fec509baa,redsport,bluesport,0,3680,gameID_7004-6ff0964c-ff95-40f9-8696-d6a8931c94d5_trial_2.png,crow,knob,knob,car,car,further,2.82,7004-6ff0964c-ff95-40f9-8696-d6a8931c94d5,True,redsport,5.607,0.032,3,True
199,0228-121b65df-0631-461b-a608-009fec509baa,pug,bullmastiff,0,2991,gameID_6224-40ab6004-b7c1-4d1d-a308-a061099290fc_trial_2.png,bullmastiff,weimaraner,weimaraner,dog,dog,closer,28.303,6224-40ab6004-b7c1-4d1d-a308-a061099290fc,True,pug,2.495,0.0395,11,True
200,0228-121b65df-0631-461b-a608-009fec509baa,goldenretriever,basset,0,6006,gameID_8690-8b4e0b59-f3f2-4e43-b4a0-66caff2a72e4_trial_2.png,basset,chihuahua,chihuahua,dog,dog,closer,35.352,8690-8b4e0b59-f3f2-4e43-b4a0-66caff2a72e4,True,goldenretriever,13.285,0.0675,16,True
201,0228-121b65df-0631-461b-a608-009fec509baa,bloodhound,doberman,0,3221,gameID_3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b_trial_2.png,pigeon,hatchback,hatchback,dog,dog,further,9.043,3230-d1aa5a54-b0ce-4d0d-be06-e49efb324a4b,True,bloodhound,5.809,0.0553,4,True
202,0228-121b65df-0631-461b-a608-009fec509baa,white,brown,0,2275,gameID_6786-9c3169eb-962e-468b-8922-b99247975eb2_trial_2.png,crow,leather,leather,car,car,further,12.993,6786-9c3169eb-962e-468b-8922-b99247975eb2,True,white,22.384,0.0201,3,True
203,0228-121b65df-0631-461b-a608-009fec509baa,goldenretriever,doberman,0,3242,gameID_5708-fd15d921-aa1b-46e4-ad51-e0c743c2db0d_trial_2.png,pug,bloodhound,bloodhound,dog,dog,closer,26.929000000000002,5708-fd15d921-aa1b-46e4-ad51-e0c743c2db0d,True,goldenretriever,1.982,0.0554,6,True
204,0228-121b65df-0631-461b-a608-009fec509baa,inlay,inlay,1,4408,gameID_4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67_trial_2.png,sling,straight,straight,chair,chair,closer,16.906,4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67,True,inlay,16.109,0.0393,8,True
205,0228-121b65df-0631-461b-a608-009fec509baa,straight,straight,1,2562,gameID_9229-923201c3-dd68-4362-8eec-77cb88a647c4_trial_2.png,leather,woven,woven,chair,chair,closer,12.376,9229-923201c3-dd68-4362-8eec-77cb88a647c4,True,straight,3.948,0.0593,9,True
206,0228-121b65df-0631-461b-a608-009fec509baa,weimaraner,bullmastiff,0,8283,gameID_5331-d3bd334d-3d8c-400e-b3b2-44cd69623cb7_trial_2.png,tomtit,white,white,dog,dog,further,16.692,5331-d3bd334d-3d8c-400e-b3b2-44cd69623cb7,True,weimaraner,2.085,0.0441,8,True
207,0228-121b65df-0631-461b-a608-009fec509baa,basset,basset,1,2714,gameID_1593-3cebc49a-ef16-451d-a5a9-aad9b5ac4695_trial_2.png,bluejay,bluesedan,bluesedan,dog,dog,further,34.669000000000004,1593-3cebc49a-ef16-451d-a5a9-aad9b5ac4695,True,basset,8.732999999999999,0.0474,9,True
208,0228-121b65df-0631-461b-a608-009fec509baa,chihuahua,bullmastiff,0,6767,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_2.png,cuckoo,white,white,dog,dog,further,29.095,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,True,chihuahua,5.643,0.0323,11,True
209,0232-dad3a8f3-b7c2-4077-b825-da8a573d7d5e,woven,woven,1,5091,gameID_8033-46b51efe-5b34-4a26-a7f0-a5d08708618a_trial_30.png,cuckoo,white,white,chair,chair,further,25.022,8033-46b51efe-5b34-4a26-a7f0-a5d08708618a,True,woven,9.474,0.059000000000000004,5,True
217,0370-f7d011f0-4153-4847-bbf2-657da451b93b,redsport,bluesedan,0,12622,gameID_0927-5d6c38c2-51c0-44b7-a26e-28ff79b4f377_trial_2.png,bluejay,knob,knob,car,car,further,3.7239999999999998,0927-5d6c38c2-51c0-44b7-a26e-28ff79b4f377,True,redsport,2.29,0.0343,3,True
